what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975902997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975903939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975904169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975904407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975904819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1537975904875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537975907152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537975930155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537975938656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537975952477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537975961143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537975962904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537975973683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537975984793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537975994728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537975996121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976013776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976017701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537976019731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976023439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976051923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537976054494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1537976061987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537976079425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1537976088369
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1537976094341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976108831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976109000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976113082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976202162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1537976210059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976212819
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1537976213312
